Image,SSIM,PSNR,ERR,Host_img_size,Secret_image_size,time
Autumn1_Workflow.png,0.9926902198748628,41.859773369559946,12.712304253472222,"(1920, 1200)","(508, 364)",4.4181623458862305
Autumn1_skills.png,0.9927796504421033,41.8761194492764,12.664547309027778,"(1920, 1200)","(583, 225)",4.492361545562744
GreenlandIceSheet_States.png,0.9927563254401335,50.299584945388304,1.8207198248969183,"(2048, 1152)","(1718, 481)",4.903167009353638
RainyLondon_States.png,0.9957357685508641,49.43805505273189,2.2202205102237653,"(3840, 2160)","(1718, 481)",17.943098545074463
RainyLondon_Workflow.png,0.9964388826209799,50.256521918547996,1.8388632089120371,"(3840, 2160)","(508, 364)",17.846271753311157
Pumpkin1_Level.png,0.9876662745109487,44.845524992263535,6.392181772228547,"(2121, 1414)","(1830, 914)",6.329927206039429
Kids_Level.png,0.9908541424852063,46.7198359498247,4.151624064223799,"(3760, 1728)","(1830, 914)",13.682294130325317
RainyLondon_P4Europe.png,0.9944404283444239,48.38133508215102,2.8318360580632715,"(3840, 2160)","(1626, 832)",18.465511560440063
RainyLondon_Sensore.png,0.9963843310722811,50.21764987824465,1.8553960503472222,"(3840, 2160)","(516, 576)",18.391950368881226
Autumn3_P1ChildLabour.png,0.9926156914786874,40.94257280250169,15.701615397135416,"(2560, 1440)","(1735, 927)",8.111901760101318
RainyLondon_rule.png,0.9964705254004937,50.319120740834464,1.8125481047453704,"(3840, 2160)","(1028, 170)",17.71303701400757
Kids_skills.png,0.9955682919700101,49.06497040000862,2.419382726310087,"(3760, 1728)","(583, 225)",13.843220472335815
Pumpkin1_Sensore.png,0.9939786470091482,46.854010627597724,4.025321313703405,"(2121, 1414)","(516, 576)",6.26051664352417
GreelanIceCap_P1ChildLabour.png,0.9886996647004582,46.27371823374669,4.600762261284722,"(2560, 1440)","(1735, 927)",8.209002017974854
GreenlandIceSheet_P4Europe.png,0.9876279199960648,46.986665618592255,3.9042269388834634,"(2048, 1152)","(1626, 832)",5.639322519302368
GreenlandIceSheet_skills.png,0.9971619969141287,55.949782506106835,0.495705074734158,"(2048, 1152)","(583, 225)",5.25023341178894
