Image,SSIM,PSNR,ERR,Host_img_size,Secret_image_size,time
Autumn1_Workflow.png,0.992303332916063,41.63768268770739,13.37929861111111,"(1920, 1200)","(508, 364)",2.4135870933532715
Autumn1_skills.png,0.9924932262501444,41.67610728472968,13.261446180555556,"(1920, 1200)","(583, 225)",2.262336254119873
GreenlandIceSheet_States.png,0.9894427750426967,46.59341218387401,4.274254692925347,"(2048, 1152)","(1718, 481)",2.8403074741363525
RainyLondon_States.png,0.9949294685132343,48.10514255315425,3.0177785011574074,"(3840, 2160)","(1718, 481)",8.098491907119751
RainyLondon_Workflow.png,0.996498539137432,50.01006595028346,1.946233844521605,"(3840, 2160)","(508, 364)",7.811382293701172
Pumpkin1_Level.png,0.9790523004357307,42.4195701819157,11.174924493863813,"(2121, 1414)","(1830, 914)",3.361295700073242
Kids_Level.png,0.9859220957127852,44.349360003260976,7.1658153873620964,"(3760, 1728)","(1830, 914)",6.714007377624512
RainyLondon_P4Europe.png,0.9919747827321301,46.126463439060316,4.75943359375,"(3840, 2160)","(1626, 832)",8.433572769165039
RainyLondon_Sensore.png,0.99637576735336,49.90934435165976,1.9918983892746913,"(3840, 2160)","(516, 576)",7.500255584716797
Autumn3_P1ChildLabour.png,0.9893309574183565,39.706148358946585,20.873091634114584,"(2560, 1440)","(1735, 927)",4.208001613616943
RainyLondon_rule.png,0.9965867915942445,50.187029761994296,1.8685238233024692,"(3840, 2160)","(1028, 170)",7.797560930252075
Kids_skills.png,0.9945639688436465,48.11557864922162,3.0105354856185973,"(3760, 1728)","(583, 225)",5.992886781692505
Pumpkin1_Sensore.png,0.992415738745803,46.01246116388214,4.886022912252834,"(2121, 1414)","(516, 576)",2.935941457748413
GreelanIceCap_P1ChildLabour.png,0.9791853271542234,42.90701240206182,9.988502332899305,"(2560, 1440)","(1735, 927)",4.150508880615234
GreenlandIceSheet_P4Europe.png,0.9808935534909602,43.049570745565475,9.665949927435982,"(2048, 1152)","(1626, 832)",2.968134641647339
GreenlandIceSheet_skills.png,0.9979260299804912,54.41083619393634,0.7065094841851128,"(2048, 1152)","(583, 225)",2.5980606079101562
GreenlandIceSheet_P2GlobalWarming.png,0.9837906046323489,43.34607277677378,9.028057946099175,"(2048, 1152)","(1755, 881)",3.082956075668335
FamilyRunningMAsk_Sensore.png,0.9901515990127315,44.0312975589342,7.71031035665295,"(1080, 1080)","(516, 576)",1.3300812244415283
Kids_Sensore.png,0.9944749656398114,47.99251715827858,3.097062001329787,"(3760, 1728)","(516, 576)",6.047731399536133
FamilyRunningMAsk_Workflow.png,0.9910170317447706,44.21888073964545,7.384371570644719,"(1080, 1080)","(508, 364)",1.2971618175506592
Pumpkin1_P3Interlaken.png,0.9717933372476805,41.21980776604707,14.730613645320886,"(2121, 1414)","(1739, 899)",3.370546340942383
GreenlandIceSheet_Level.png,0.9880397303558713,45.06429141434441,6.078164842393663,"(2048, 1152)","(1830, 914)",3.051248073577881
GreelanIceCap_P4Europe.png,0.9813332682907722,43.50546320594094,8.702725694444444,"(2560, 1440)","(1626, 832)",4.069514274597168
Pumpkin1_P2GlobalWarming.png,0.9724342883626456,41.29446745951604,14.479543488800285,"(2121, 1414)","(1755, 881)",3.355546474456787
Kids_P5Tamil.png,0.9755894507820374,42.15700385331061,11.8713806392829,"(3760, 1728)","(1702, 934)",6.628462553024292
Pumpkin1_Workflow.png,0.9926019018146853,46.09697995347774,4.791854473384295,"(2121, 1414)","(508, 364)",2.8640780448913574
Kids_P1ChildLabour.png,0.9753552268769079,42.14009827717397,11.9176818607171,"(3760, 1728)","(1735, 927)",6.763044595718384
RainyLondon_skills.png,0.9965992556602307,50.095456781714404,1.9083408082561728,"(3840, 2160)","(583, 225)",7.47795295715332
dog_Workflow.png,0.987220121298065,44.00461747047012,7.757823033707865,"(800, 534)","(508, 364)",0.5196366310119629
FamilyRunningMAsk_rule.png,0.99194557164824,44.547296639528454,6.846552640603567,"(1080, 1080)","(1028, 170)",1.3222076892852783
FamilyRunningMAsk_skills.png,0.9912542934825397,44.37515734644815,7.123376200274349,"(1080, 1080)","(583, 225)",1.2694733142852783
